Score, Film Name, Year, Date Rated, Mini Review, URL, IMDB ID
94,"Jean-Michel Basquiat: The Radiant Child",2010,"Apr 26 2022, 06:59","",https://www.criticker.com/film/Jean-Michel-Basquiat-The-Radiant-Child/,tt1568335
94,"Monty Python's Fliegender Zirkus",1971,"Mar 23 2013, 18:37","",https://www.criticker.com/tv/Monty-Pythons-Fliegender-Zirkus/,tt0202477
94,"Over the Garden Wall",2014,"Dec 27 2017, 14:34","",https://www.criticker.com/tv/Over-the-Garden-Wall/,tt3718778
94,"Rear Window",1954,"Aug 13 2012, 17:14","",https://www.criticker.com/film/Rear-Window/,tt0047396
93,"Amy",2015,"Jan 04 2022, 21:40","",https://www.criticker.com/film/Amy-2015/,tt2870648
93,"Angels in America",2003,"Jan 04 2022, 21:46","",https://www.criticker.com/tv/Angels-in-America/,tt0318997
93,"Annie Hall",1977,"Feb 13 2012, 16:22","",https://www.criticker.com/film/Annie-Hall/,tt0075686
93,"Apocalypse Now",1979,"Nov 09 2012, 03:49","",https://www.criticker.com/film/Apocalypse-Now/,tt0078788
93,"Apocalypse Now: Final Cut",2019,"Dec 26 2022, 14:45","",https://www.criticker.com/film/Apocalypse-Now-Final-Cut/,tt10643608
93,"Brokeback Mountain",2005,"Nov 26 2012, 21:03","",https://www.criticker.com/film/Brokeback-Mountain/,tt0388795
93,"Carlos",2010,"Sep 15 2012, 00:48","",https://www.criticker.com/tv/Carlos/,tt1321865
93,"The Departed",2006,"Feb 13 2012, 19:58","",https://www.criticker.com/film/The-Departed/,tt0407887
92,"2001: A Space Odyssey",1968,"Feb 13 2012, 16:20","",https://www.criticker.com/film/2001-A-Space-Odyssey/,tt0062622
92,"The Armando Iannucci Shows",2001,"Jan 04 2022, 21:51","",https://www.criticker.com/tv/The-Armando-Iannucci-Shows/,tt0294004
92,"Casablanca",1942,"Feb 13 2012, 19:23","",https://www.criticker.com/film/Casablanca/,tt0034583
92,"The Matrix",1999,"Feb 13 2012, 14:16","",https://www.criticker.com/film/The-Matrix/,tt0133093
92,"Michael Clayton",2007,"Feb 15 2012, 00:45","",https://www.criticker.com/film/Michael-Clayton/,tt0465538
92,"Mulan",1998,"Feb 15 2012, 00:47","",https://www.criticker.com/film/Mulan/,tt0120762
92,"O.J.: Made in America",2016,"Oct 09 2017, 12:45","",https://www.criticker.com/tv/OJ-Made-in-America/,tt5275892
92,"Primer",2004,"Nov 20 2012, 15:53","",https://www.criticker.com/film/Primer/,tt0390384
91,"Birdman",2014,"Mar 27 2015, 15:33","",https://www.criticker.com/film/Birdman/,tt2562232
91,"Blow-Up",1966,"Dec 22 2022, 16:31","",https://www.criticker.com/film/Blow-Up/,tt0060176
91,"Enter the Void",2010,"Nov 09 2012, 02:21","",https://www.criticker.com/film/Enter-the-Void/,tt1191111
91,"Inglourious Basterds",2009,"Jan 18 2018, 10:49","",https://www.criticker.com/film/Inglourious-Basterds/,tt0361748
91,"Kill Bill: Volume 1",2003,"Jan 18 2018, 10:48","",https://www.criticker.com/film/Kill-Bill-Volume-1/,tt0266697
91,"Kill Bill: Volume 2",2004,"Jan 18 2018, 10:48","",https://www.criticker.com/film/Kill-Bill-Volume-2/,tt0378194
91,"The Road Warrior",1981,"Apr 04 2012, 19:52","",https://www.criticker.com/film/The-Road-Warrior/,tt0082694
91,"Rosencrantz & Guildenstern Are Dead",1990,"Jan 03 2018, 14:40","",https://www.criticker.com/film/Rosencrantz-Guildenstern-Are-Dead/,tt0100519
91,"Samurai Champloo",2004,"Dec 27 2017, 14:47","",https://www.criticker.com/tv/Samurai-Champloo/,tt0423731
91,"Tinker Tailor Soldier Spy",2011,"Mar 26 2015, 15:05","",https://www.criticker.com/film/Tinker-Tailor-Soldier-Spy-2011/,tt1340800
91,"Yi Yi",2000,"Jan 18 2018, 10:48","",https://www.criticker.com/film/Yi-Yi/,tt0244316
90,"12 oz. Mouse",2005,"Dec 27 2017, 08:54","",https://www.criticker.com/tv/12-oz-Mouse/,tt0465774
90,"30 Rock",2006,"Dec 28 2017, 10:20","",https://www.criticker.com/tv/30-Rock/,tt0496424
90,"The Animatrix",2003,"Dec 08 2012, 13:55","",https://www.criticker.com/film/The-Animatrix/,tt0328832
90,"Barbarella",1968,"Feb 20 2022, 14:31","",https://www.criticker.com/film/Barbarella/,tt0062711
90,"Brass Eye",1997,"Mar 04 2022, 16:50","",https://www.criticker.com/tv/Brass-Eye/,tt0118273
90,"Bronson",2009,"Feb 15 2012, 00:43","",https://www.criticker.com/film/Bronson/,tt1172570
90,"Crouching Tiger, Hidden Dragon",2000,"Feb 13 2012, 14:20","",https://www.criticker.com/film/Crouching-Tiger-Hidden-Dragon/,tt0190332
90,"Funny People",2009,"Dec 15 2015, 00:13","",https://www.criticker.com/film/Funny-People/,tt1201167
90,"Hard Eight",1996,"Nov 13 2015, 16:27","",https://www.criticker.com/film/Hard-Eight/,tt0119256
90,"Persepolis",2007,"Jul 05 2014, 21:33","",https://www.criticker.com/film/Persepolis/,tt0808417
90,"Riphagen",2016,"May 14 2017, 02:21","Excellent Dutch language drama about a Nazi informant during the second world war. Engaging, insightful, and well-crafted.",https://www.criticker.com/film/Riphagen/,tt4969044
90,"This Is Spinal Tap",1984,"Aug 14 2012, 13:38","",https://www.criticker.com/film/This-Is-Spinal-Tap/,tt0088258
89,"The Ambassador",2011,"Dec 18 2021, 20:06","",https://www.criticker.com/film/The-Ambassador-2011/,tt2048877
89,"Breaking Bad",2008,"Nov 26 2015, 13:16","",https://www.criticker.com/tv/Breaking-Bad/,tt0903747
89,"Chinatown",1974,"Dec 02 2012, 04:53","",https://www.criticker.com/film/Chinatown/,tt0071315
89,"Citizen Kane",1941,"Aug 13 2012, 17:24","",https://www.criticker.com/film/Citizen-Kane/,tt0033467
89,"Fleabag",2016,"Dec 29 2022, 21:56","",https://www.criticker.com/tv/Fleabag/,tt5687612
89,"Flight of the Conchords",2007,"Oct 12 2018, 09:30","",https://www.criticker.com/tv/Flight-of-the-Conchords/,tt0863046
89,"Hunger",2008,"Oct 15 2012, 02:50","",https://www.criticker.com/film/Hunger-2008/,tt0986233
89,"Lawrence of Arabia",1962,"Sep 08 2012, 20:54","",https://www.criticker.com/film/Lawrence-of-Arabia/,tt0056172
89,"Layer Cake",2004,"Feb 12 2013, 04:37","",https://www.criticker.com/film/Layer-Cake/,tt0375912
89,"Monty Python's Flying Circus",1969,"May 09 2022, 13:08","",https://www.criticker.com/tv/Monty-Pythons-Flying-Circus/,tt0063929
89,"Ocean's Twelve",2004,"Feb 13 2012, 13:30","",https://www.criticker.com/film/Oceans-Twelve/,tt0349903
89,"Pulp Fiction",1994,"Apr 04 2012, 19:18","",https://www.criticker.com/film/Pulp-Fiction/,tt0110912
89,"Reservoir Dogs",1992,"Feb 13 2012, 14:08","",https://www.criticker.com/film/Reservoir-Dogs/,tt0105236
89,"Richard III",1995,"Oct 17 2017, 14:30","",https://www.criticker.com/film/Richard-III-1995/,tt0114279
89,"Schindler's List",1993,"Feb 13 2012, 14:08","",https://www.criticker.com/film/Schindlers-List/,tt0108052
89,"Sexy Beast",2001,"Sep 11 2017, 07:58","",https://www.criticker.com/film/Sexy-Beast/,tt0203119
89,"The Thick of It",2005,"Dec 30 2022, 13:19","",https://www.criticker.com/tv/The-Thick-of-It/,tt0459159
89,"Tristram Shandy: A Cock and Bull Story",2005,"Feb 27 2023, 16:24","",https://www.criticker.com/film/Tristram-Shandy-A-Cock-and/,tt0423409
88,"12 Monkeys",1995,"Feb 13 2012, 14:29","",https://www.criticker.com/film/12-Monkeys/,tt0114746
88,"Akira",1988,"Oct 06 2012, 03:55","",https://www.criticker.com/film/Akira/,tt0094625
88,"L'Amant",1992,"Dec 28 2019, 08:57","",https://www.criticker.com/film/LAmant/,tt0101316
88,"Arrested Development",2003,"Apr 15 2016, 13:59","",https://www.criticker.com/tv/Arrested-Development/,tt0367279
88,"The Battle of Algiers",1966,"Jan 17 2013, 19:24","",https://www.criticker.com/film/The-Battle-of-Algiers/,tt0058946
88,"Bugsy Malone",1976,"Mar 09 2023, 09:40","",https://www.criticker.com/film/Bugsy-Malone/,tt0074256
88,"The Devil at Your Heels",1981,"Oct 18 2017, 11:14","An excellent documentary that is accessible, entertaining, insightful, and profound. That's a hard list to accomplish at once, but Devil at Your Heels achieves all of those attributes through the entire film.",https://www.criticker.com/film/The-Devil-at-Your-Heels/,tt0132082
88,"eXistenZ",1999,"Feb 13 2012, 20:00","",https://www.criticker.com/film/eXistenZ/,tt0120907
88,"Fiddler on the Roof",1971,"Sep 08 2017, 13:17","",https://www.criticker.com/film/Fiddler-on-the-Roof/,tt0067093
88,"Get Out",2017,"Sep 08 2017, 13:20","",https://www.criticker.com/film/Get-Out-2017/,tt5052448
88,"I Am Legend",2007,"Feb 13 2012, 19:58","",https://www.criticker.com/film/I-Am-Legend/,tt0480249
88,"Newswipe",2009,"Feb 22 2018, 12:18","",https://www.criticker.com/tv/Newswipe/,tt1405169
88,"Secretary",2002,"Sep 19 2019, 19:30","",https://www.criticker.com/film/Secretary/,tt0274812
88,"The Sound of Music",1965,"Dec 19 2017, 10:40","",https://www.criticker.com/film/The-Sound-of-Music/,tt0059742
88,"Sweet Smell of Success",1957,"Dec 25 2022, 16:38","",https://www.criticker.com/film/Sweet-Smell-of-Success/,tt0051036
87,"Adaptation.",2002,"Nov 13 2012, 02:04","",https://www.criticker.com/film/Adaptation/,tt0268126
87,"BoJack Horseman",2014,"Dec 25 2022, 21:02","",https://www.criticker.com/tv/BoJack-Horseman/,tt3398228
87,"The Cook, the Thief, His Wife, and Her Lover",1989,"Jun 02 2014, 17:59","",https://www.criticker.com/film/The-Cook-the-Thief-His/,tt0097108
87,"Donnie Darko",2001,"Feb 13 2012, 19:21","",https://www.criticker.com/film/Donnie-Darko/,tt0246578
87,"Easy Rider",1969,"Dec 17 2022, 13:11","",https://www.criticker.com/film/Easy-Rider/,tt0064276
87,"Fargo",1996,"Apr 04 2012, 19:25","",https://www.criticker.com/film/Fargo/,tt0116282
87,"Moneyball",2011,"Dec 28 2017, 10:35","",https://www.criticker.com/film/Moneyball/,tt1210166
87,"Moonrise Kingdom",2012,"Jul 15 2012, 22:02","",https://www.criticker.com/film/Moonrise-Kingdom/,tt1748122
87,"Paradise Lost: The Child Murders at Robin Hood Hills",1996,"Aug 13 2012, 17:21","",https://www.criticker.com/film/Paradise-Lost-The-Child-Murders/,tt0117293
87,"A Prophet",2009,"Nov 13 2012, 02:03","",https://www.criticker.com/film/A-Prophet/,tt1235166
87,"Richard Pryor: Live in Concert",1979,"Dec 29 2022, 21:50","",https://www.criticker.com/film/Richard-Pryor-Live-in-Concert/,tt0079807
87,"The Second Renaissance Part II",2003,"Dec 30 2022, 13:44","",https://www.criticker.com/film/The-Second-Renaissance-Part-II/,tt0368575
87,"When We Were Kings",1996,"Dec 02 2012, 05:30","",https://www.criticker.com/film/When-We-Were-Kings/,tt0118147
86,"Animal Kingdom",2010,"Sep 15 2012, 00:52","",https://www.criticker.com/film/Animal-Kingdom/,tt1313092
86,"Doubt",2008,"Dec 08 2012, 13:55","",https://www.criticker.com/film/Doubt/,tt0918927
86,"Drive",2011,"Nov 09 2012, 21:49","",https://www.criticker.com/film/Drive-2011/,tt0780504
86,"Eternal Sunshine of the Spotless Mind",2004,"Feb 13 2012, 20:00","",https://www.criticker.com/film/Eternal-Sunshine-of-the-Spotless/,tt0338013
86,"Fight Club",1999,"Feb 13 2012, 14:17","",https://www.criticker.com/film/Fight-Club/,tt0137523
86,"Life",2009,"Feb 07 2018, 08:23","",https://www.criticker.com/tv/Life-2009/,tt1533395
86,"Rushmore",1998,"Jun 02 2014, 19:26","",https://www.criticker.com/film/Rushmore/,tt0128445
86,"Snatch",2000,"Feb 15 2012, 00:45","",https://www.criticker.com/film/Snatch/,tt0208092
86,"There Will Be Blood",2007,"Apr 04 2012, 19:57","",https://www.criticker.com/film/There-Will-Be-Blood/,tt0469494
86,"Thirteen",2003,"Sep 19 2019, 19:39","",https://www.criticker.com/film/Thirteen-2003/,tt0328538
86,"Young Frankenstein",1974,"Nov 26 2012, 04:44","",https://www.criticker.com/film/Young-Frankenstein/,tt0072431
85,"The Act of Killing",2012,"Sep 07 2017, 17:45","",https://www.criticker.com/film/The-Act-of-Killing/,tt2375605
85,"Connections",1978,"Oct 09 2017, 12:20","",https://www.criticker.com/tv/Connections/,tt0078588
85,"Fantastic Mr. Fox",2009,"Apr 04 2012, 23:12","",https://www.criticker.com/film/Fantastic-Mr-Fox/,tt0432283
85,"In the Mood for Love",2000,"Sep 15 2013, 19:50","",https://www.criticker.com/film/In-the-Mood-for-Love/,tt0118694
85,"Les Misérables",2012,"Feb 20 2015, 03:06","",https://www.criticker.com/film/Les-Miserables-2012/,tt1707386
85,"Salesman",1969,"Dec 02 2012, 05:28","",https://www.criticker.com/film/Salesman/,tt0064921
85,"Top of the Lake",2013,"Dec 28 2017, 10:56","Season 1: 97 Season 2: 73",https://www.criticker.com/tv/Top-of-the-Lake/,tt2103085
84,"Badlands",1973,"Jun 01 2012, 02:30","",https://www.criticker.com/film/Badlands/,tt0069762
84,"Goodfellas",1990,"Feb 13 2012, 14:23","",https://www.criticker.com/film/Goodfellas/,tt0099685
84,"Grave of the Fireflies",1988,"Oct 06 2012, 04:21","",https://www.criticker.com/film/Grave-of-the-Fireflies/,tt0095327
84,"No Country for Old Men",2007,"Feb 13 2012, 14:27","",https://www.criticker.com/film/No-Country-for-Old-Men/,tt0477348
84,"Powers of Ten",1977,"Dec 29 2022, 22:02","",https://www.criticker.com/film/Powers-of-Ten/,tt0078106
83,"A Clockwork Orange",1971,"Apr 04 2012, 19:32","",https://www.criticker.com/film/A-Clockwork-Orange/,tt0066921
83,"Hearts of Darkness: A Filmmaker's Apocalypse",1991,"Aug 13 2012, 17:16","",https://www.criticker.com/film/Hearts-of-Darkness-A-Filmmakers/,tt0102015
83,"The Illusionist",2010,"Dec 11 2012, 04:42","",https://www.criticker.com/film/The-Illusionist-2010/,tt0775489
83,"Into the Wild",2007,"Feb 13 2012, 14:25","",https://www.criticker.com/film/Into-the-Wild/,tt0758758
82,"Excalibur",1981,"Jan 03 2018, 12:46","",https://www.criticker.com/film/Excalibur/,tt0082348
82,"Fear and Loathing in Las Vegas",1998,"Dec 05 2015, 18:10","",https://www.criticker.com/film/Fear-and-Loathing-in-Las/,tt0120669
82,"Ghost World",2001,"Aug 29 2012, 01:47","",https://www.criticker.com/film/Ghost-World/,tt0162346
82,"The Lives of Others",2006,"Nov 09 2012, 21:55","",https://www.criticker.com/film/The-Lives-of-Others/,tt0405094
81,"The Big Lebowski",1998,"Feb 13 2012, 14:09","",https://www.criticker.com/film/The-Big-Lebowski/,tt0118715
81,"Clerks",1994,"Feb 13 2012, 13:27","",https://www.criticker.com/film/Clerks/,tt0109445
81,"Jackie Brown",1997,"Feb 15 2012, 00:47","",https://www.criticker.com/film/Jackie-Brown/,tt0119396
81,"The Jinx: The Life and Deaths of Robert Durst",2015,"Jul 03 2015, 17:04","",https://www.criticker.com/tv/The-Jinx-The-Life-and/,tt4299972
81,"Spring, Summer, Fall, Winter... and Spring",2003,"Nov 09 2012, 03:47","",https://www.criticker.com/film/Spring-Summer-Fall-Winter-and/,tt0374546
81,"The Thief and the Cobbler",1993,"Dec 05 2015, 18:17","",https://www.criticker.com/film/The-Thief-and-the-Cobbler/,tt0112389
80,"Crimes and Misdemeanors",1989,"Aug 12 2013, 11:26","",https://www.criticker.com/film/Crimes-and-Misdemeanors/,tt0097123
80,"Duck Soup",1933,"Feb 13 2012, 16:20","",https://www.criticker.com/film/Duck-Soup-1933/,tt0023969
80,"Forbidden Lie$",2007,"Jul 03 2015, 17:04","",https://www.criticker.com/film/Forbidden-Lie/,tt0790808
80,"La Haine",1995,"Jul 06 2013, 15:12","",https://www.criticker.com/film/La-Haine/,tt0113247
80,"Life of Brian",1979,"Feb 13 2012, 16:22","",https://www.criticker.com/film/Life-of-Brian/,tt0079470
80,"Planet of the Apes",1968,"Dec 12 2022, 16:09","",https://www.criticker.com/film/Planet-of-the-Apes/,tt0063442
80,"The Third Man",1949,"Dec 25 2022, 09:03","",https://www.criticker.com/film/The-Third-Man/,tt0041959
79,"The Dark Knight",2008,"Feb 15 2012, 00:21","",https://www.criticker.com/film/The-Dark-Knight/,tt0468569
79,"Gimme Shelter",1970,"Aug 13 2012, 17:22","",https://www.criticker.com/film/Gimme-Shelter/,tt0065780
79,"Lake of Fire",2006,"Dec 02 2012, 05:29","",https://www.criticker.com/film/Lake-of-Fire/,tt0841119
79,"Louie",2010,"Nov 19 2015, 23:19","",https://www.criticker.com/tv/Louie/,tt1492966
79,"Woodstock",1970,"Dec 02 2012, 05:31","",https://www.criticker.com/film/Woodstock/,tt0066580
78,"Airplane!",1980,"Feb 13 2012, 20:36","",https://www.criticker.com/film/Airplane/,tt0080339
78,"Between Two Ferns with Zach Galifianakis",2009,"Nov 19 2015, 23:51","",https://www.criticker.com/tv/Between-Two-Ferns-with-Zach/,tt1535002
78,"Chappelle's Show",2003,"Dec 27 2017, 12:25","",https://www.criticker.com/tv/Chappelles-Show/,tt0353049
78,"The Crucible",1996,"Dec 17 2012, 19:37","",https://www.criticker.com/film/The-Crucible-1996/,tt0115988
78,"Death Note",2006,"Dec 25 2022, 16:45","",https://www.criticker.com/tv/Death-Note/,tt0877057
78,"Key and Peele",2012,"Dec 29 2022, 22:08","",https://www.criticker.com/tv/Key-and-Peele/,tt1981558
78,"Long Way Round",2004,"Dec 27 2017, 14:16","",https://www.criticker.com/tv/Long-Way-Round/,tt0403778
78,"M",1931,"Sep 08 2017, 13:42","",https://www.criticker.com/film/M/,tt0022100
78,"The Midnight Gospel",2020,"Dec 30 2022, 12:11","",https://www.criticker.com/tv/The-Midnight-Gospel/,tt11639414
78,"Oldboy",2003,"Apr 04 2012, 19:29","",https://www.criticker.com/film/Oldboy/,tt0364569
78,"One Day in September",1999,"Oct 12 2018, 10:20","",https://www.criticker.com/film/One-Day-in-September/,tt0230591
78,"Samurai X: Trust and Betrayal",1999,"Mar 16 2013, 04:29","",https://www.criticker.com/tv/Samurai-X-Trust-and-Betrayal/,tt0203082
78,"Victoria",2015,"Feb 22 2018, 12:50","",https://www.criticker.com/film/Victoria-2015/,tt4226388
77,"The Beatles Anthology",1995,"Jan 14 2013, 03:43","",https://www.criticker.com/tv/The-Beatles-Anthology/,tt0111893
77,"Gandhi",1982,"Sep 08 2017, 13:18","",https://www.criticker.com/film/Gandhi/,tt0083987
77,"Parks and Recreation",2009,"Oct 12 2018, 10:20","",https://www.criticker.com/tv/Parks-and-Recreation/,tt1266020
77,"Planet Earth",2006,"Feb 07 2018, 08:25","",https://www.criticker.com/tv/Planet-Earth-2006/,tt0795176
77,"The Revolution Will Not Be Televised",2003,"Dec 15 2017, 15:07","",https://www.criticker.com/film/The-Revolution-Will-Not-Be/,tt0363510
77,"Solaris",1972,"Jul 03 2022, 08:21","",https://www.criticker.com/film/Solaris/,tt0069293
77,"Too Many Cooks",2014,"Nov 19 2015, 23:20","",https://www.criticker.com/film/Too-Many-Cooks/,tt3534838
76,"8 Mile",2002,"Nov 30 2012, 17:02","",https://www.criticker.com/film/8-Mile/,tt0298203
76,"Alien",1979,"Dec 12 2022, 15:08","",https://www.criticker.com/film/Alien/,tt0078748
76,"Citizenfour",2014,"Feb 22 2018, 09:39","",https://www.criticker.com/film/Citizenfour/,tt4044364
76,"Frisky Dingo",2006,"Jan 03 2018, 13:13","",https://www.criticker.com/tv/Frisky-Dingo/,tt0865409
76,"Groundhog Day",1993,"Feb 13 2012, 14:11","",https://www.criticker.com/film/Groundhog-Day/,tt0107048
76,"House of Cards",1990,"Oct 09 2017, 12:40","",https://www.criticker.com/tv/House-of-Cards-1990/,tt0098825
76,"Jazz",2001,"Apr 26 2022, 06:50","",https://www.criticker.com/tv/Jazz/,tt0221300
76,"Knives Out",2019,"Dec 25 2022, 20:42","",https://www.criticker.com/film/Knives-Out/,tt8946378
76,"Long Way Down",2007,"Dec 27 2017, 14:17","",https://www.criticker.com/tv/Long-Way-Down/,tt0959858
76,"Watership Down",1978,"Mar 26 2023, 12:04","",https://www.criticker.com/film/Watership-Down/,tt0078480
75,"The Civil War",1990,"Dec 11 2017, 12:00","",https://www.criticker.com/tv/The-Civil-War/,tt0098769
75,"Django Unchained",2012,"Jan 04 2013, 20:12","",https://www.criticker.com/film/Django-Unchained/,tt1853728
75,"Exit Through the Gift Shop",2010,"Mar 21 2013, 23:26","",https://www.criticker.com/film/Exit-Through-the-Gift-Shop/,tt1587707
75,"In the Loop",2009,"Nov 20 2012, 15:55","",https://www.criticker.com/film/In-the-Loop/,tt1226774
75,"Malcolm X",1992,"Sep 08 2017, 13:50","",https://www.criticker.com/film/Malcolm-X/,tt0104797
75,"Memento",2001,"Aug 14 2012, 16:52","",https://www.criticker.com/film/Memento/,tt0209144
75,"Paris Is Burning",1990,"Dec 29 2022, 21:48","",https://www.criticker.com/film/Paris-Is-Burning/,tt0100332
75,"The Passion of the Christ",2004,"Dec 02 2012, 04:48","",https://www.criticker.com/film/The-Passion-of-the-Christ/,tt0335345
75,"The Royal Tenenbaums",2001,"Feb 13 2012, 14:18","",https://www.criticker.com/film/The-Royal-Tenenbaums/,tt0265666
75,"The War",2007,"Dec 28 2017, 11:14","",https://www.criticker.com/tv/The-War-2007/,tt0996994
74,"A.I. Artificial Intelligence",2001,"Feb 13 2012, 14:23","",https://www.criticker.com/film/AI-Artificial-Intelligence/,tt0212720
74,"Apocalypto",2006,"Feb 13 2012, 16:24","",https://www.criticker.com/film/Apocalypto/,tt0472043
74,"Archer",2009,"Oct 12 2018, 08:50","",https://www.criticker.com/tv/Archer/,tt1486217
74,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",2006,"Feb 13 2012, 14:16","",https://www.criticker.com/film/Borat-Cultural-Learnings-of-America/,tt0443453
74,"Cloud Atlas",2012,"Dec 12 2022, 17:12","",https://www.criticker.com/film/Cloud-Atlas/,tt1371111
74,"The Life Aquatic with Steve Zissou",2004,"Feb 13 2012, 13:28","",https://www.criticker.com/film/The-Life-Aquatic-with-Steve/,tt0362270
74,"Louis C.K.: Shameless",2007,"Oct 20 2014, 13:42","",https://www.criticker.com/tv/Louis-CK-Shameless/,tt0927619
74,"A Personal Journey with Martin Scorsese Through American Movies",1995,"Sep 08 2017, 13:54","",https://www.criticker.com/tv/A-Personal-Journey-with-Martin/,tt0112120
74,"Pi",1998,"Apr 04 2012, 19:09","",https://www.criticker.com/film/Pi/,tt0138704
73,"12 Angry Men",1957,"Mar 18 2016, 16:15","",https://www.criticker.com/film/12-Angry-Men/,tt0050083
73,"The Assassination of Jesse James by the Coward Robert Ford",2007,"Feb 07 2018, 08:37","",https://www.criticker.com/film/The-Assassination-of-Jesse-James/,tt0443680
73,"Casino Royale",2006,"Feb 13 2012, 20:00","",https://www.criticker.com/film/Casino-Royale-2006/,tt0381061
73,"City of God",2002,"Feb 13 2012, 16:29","",https://www.criticker.com/film/City-of-God/,tt0317248
73,"The Conversation",1974,"Sep 22 2012, 01:27","",https://www.criticker.com/film/The-Conversation/,tt0071360
73,"The Draughtsman's Contract",1982,"Feb 23 2023, 18:33","",https://www.criticker.com/film/The-Draughtsmans-Contract/,tt0083851
73,"F for Fake",1973,"Dec 25 2022, 15:56","",https://www.criticker.com/film/F-for-Fake/,tt0072962
73,"The Favourite",2018,"Dec 24 2022, 11:17","",https://www.criticker.com/film/The-Favourite/,tt5083738
73,"Fitzcarraldo",1982,"Mar 16 2013, 19:40","",https://www.criticker.com/film/Fitzcarraldo/,tt0083946
73,"The Fountain",2006,"Aug 14 2015, 01:29","",https://www.criticker.com/film/The-Fountain/,tt0414993
73,"The Great Ecstasy of Woodcarver Steiner",1974,"Dec 29 2022, 22:25","",https://www.criticker.com/film/The-Great-Ecstasy-of-Woodcarver/,tt0070136
73,"How to Train Your Dragon",2010,"Apr 04 2012, 19:10","",https://www.criticker.com/film/How-to-Train-Your-Dragon/,tt0892769
